linksto,itemid,label,abbreviation,category,unitname,param_type,fact_rows_n
ingredientevents,220976,Pentastarch,Pentastarch,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220978,Hetastarch (ingr),Hetastarch (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220981,Glycerol,Glycerol,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220982,Soya oil,Soya oil,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220983,Lecithin,Lecithin,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220987,D-Mannitol (C6H14O6),D-Mannitol,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220994,Bicarbonate (ingr),ZHCO3,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221019,Carotenoids,Carotenoids,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221030,Caprylic acid,Caprylic acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221031,Capric acid,Capric acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221032,Lauric acid,Lauric acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221033,Palmitic acid,Palmitic acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221035,Oleic acid,Oleic acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221194,Hexastarch,Hexastarch,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,221343,Theophylline_DI,Theophylline_DI,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,226222,Insulin Ingredient,Insulin Ingredient,Ingredients,units,Ingredient,0
ingredientevents,226224,Propofol Ingredient,Propofol Ingredient,Ingredients,mg,Ingredient,0
ingredientevents,226407,GU Irrigant Intake Ingredient,GU Irrigant Intake Ingredient,Ingredients,mL,Ingredient,0
ingredientevents,226506,PO Intake_Ingr,PO Intake_Ingr,Ingredients,mL,Ingredient,0
inputevents,220861,Albumin (Human) 20%,Albumin 20%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220863,Albumin (Human) 4%,Albumin 4%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220865,Aquadestila,Aquadest,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220866,Darrow,Darrow,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220951,Dextrose 20.%,Dextrose 20.%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220953,Ringers,Ringers,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220954,"Saline 0,9%","Saline 0,9%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220955,Ringers Lactate,Ringers Lactate,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220956,Ringers Acetate,Ringers Acetate,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220958,"Saline 0,255%","Saline 0,255%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220959,"Saline 0,3%","Saline 0,3%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220960,"Saline 0,45%","Saline 0,45%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220961,"Saline 0,65%","Saline 0,65%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220962,Saline 3%,Saline 3%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220963,"Dextrose 4,3% / Saline 0,18%","Dextrose 4,3% / Saline 0,18%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220964,"Dextrose 5% / Saline 0,9%","Dextrose 5% / Saline 0,9%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220965,"Dextrose 5% / Saline 0,45%","Dextrose 5% / Saline 0,45%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220966,"Dextrose 2,5% / Saline 0,45%","Dextrose 2,5% / Saline 0,45%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220967,Dextrose 5% / Ringers Lactate,Dextrose 5% / Ringers Lactate,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220968,Dextrose 10% / Ringers Lactate,Dextrose 10% / Ringers Lactate,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220969,Filtered erytrocytes,Filtered erytrocytes,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220971,ESDEP (Solvent / Detergent Virus-Inactivated Plasma),ESDEP,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220972,Octoplas,Octoplas,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220973,Gelofusine,Gelofusine,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220975,"Pentastarch 6% (HAES, Hemohes)",Pentastarch 6%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220977,"Pentastarch 10% (HAES, Hemohes)",Pentastarch 10%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220979,"Hetastarch 6% (Saline 0,9%)","Hetastarch 6% (Saline 0,9%)",Fluids - Other (Not In Use),mL,Solution,0
inputevents,220980,Hextend (Hetastarch 6% in Lactate),Hextend (Hetastarch 6% in Lactate),Fluids - Other (Not In Use),mL,Solution,0
inputevents,220984,Intralipid 10%,Intralipid 10%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220985,Intralipid 20%,Intralipid 20%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220986,Intralipid 30%,Intralipid 30%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220988,Mannitol 5%,Mannitol 5%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220989,Mannitol 10%,Mannitol 10%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220990,Mannitol 15%,Mannitol 15%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220991,Mannitol 20%,Mannitol 20%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220992,Mannitol 25%,Mannitol 25%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,220996,Packed Red Cells,PRC,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221000,Dextran 40 / Dextrose 5% (Gentran - Rheomacrodex),Dextran 40 / Dextrose 5%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221001,"Dextran 40 / Saline 0,9% (Gentran - Rheomacrodex)","Dextran 40 / Saline 0,9%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,221002,Dextran 70 / Dextrose 5% (Gentran - Macrodex - RescueFlow),Dextran 70 / Dextrose 5%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221003,"Dextran 70 / Saline 0,9% (Gentran - Macrodex - RescueFlow)","Dextran 70 / Saline 0,9%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,221004,Thrombocyte suspension,Thrombocyte suspension,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221005,Vamin 14 Electrolyte free,Vamin 14-,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221006,Vamin 18 Electrolyte free,Vamin 18-,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221007,Vamin 14 Plus electrolytes,Vamin 14+,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221008,Vamin Novum 18,Vamin Novum 18,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221009,Vivinox T.E.N.,Vivonex T.E.N.,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221011,Vivonex Plus,Vivonex Plus,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221012,Vivonex Pediatric,Vivonex Pediatric,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221013,Whole Blood,Whole Blood,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221014,Dextrose 19%,Dextrose 19%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221015,Ensure,Ensure,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221016,Ensure Plus,Ensure Plus,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221017,"Dextrose 2,5%","Dextrose 2,5%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,221018,Nutrison Standard,Nutrison Standard,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221020,Nutrison concentrated,Nutrison concentrated,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221021,Nutrison Energy,Nutrison Energy,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221022,Nutrison Energy Multi Fibre,Nutrison Energy Multi Fibre,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221024,Nutrison Multi Fibre,Nutrison Multi Fibre,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221025,Pediasure,Pediasure,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221027,Pulmocare,Pulmocare,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221028,Stresson,Stresson,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221029,Osmolite,Osmolite,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221037,Jevity 1.2,Jevity 1.2,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221038,Jevity,Jevity,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221193,Auto transfusion,Auto transfusion,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221195,"Hexastarch 6% (Elohaes) / Saline 0,9%","Hexastarch 6%  / Saline 0,9%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,221196,Fresubin Original,Fresubin Original,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221197,Fresubin Original Fibre,Fresubin Original Fibre,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221198,Fresubin Energy,Fresubin Energy,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221199,Fresubin Energy Fibre,Fresubin Energy Fibre,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221200,Fibrini,Fibrini,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221201,Fibrini Energy,Fibrini Energy,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221202,Infatrini,Infatrini,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221203,Nutrini,Nutrini,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221204,Tentrini,Tentrini,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221205,Nutrison pre,Nutrison pre,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221206,Novasource,Novasource,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221208,Normosol,Normosol,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221209,Peptisorb,Peptisorb,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221210,Suplena,Suplena,Fluids - Other (Not In Use),mL,Solution,0
inputevents,221211,"Sodium Bicarbonate 1,4%","NaBic 1,4%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,221212,"Saline 0,18%","Saline 0,18%",Fluids - Other (Not In Use),mL,Solution,0
inputevents,221213,Saline 30%,Saline 30%,Fluids - Other (Not In Use),mL,Solution,0
inputevents,222139,Potassium ACEtate,Potassium ACEtate,Nutrition - Supplements,mEq,Solution,0
inputevents,225162,Prismasate K2,Prismasate K2,Fluids/Intake,mL,Solution,0
inputevents,225163,Prismasate K4,Prismasate K4,Fluids/Intake,mL,Solution,0
inputevents,225164,Trisodium Citrate 0.4%,Trisodium Citrate 0.4%,Fluids/Intake,mL,Solution,0
inputevents,225165,Bicarbonate Base,Bicarbonate Base,Fluids/Intake,mL,Solution,0
inputevents,225796,Dextran 70,Dextran 70,Blood Products/Colloids,mL,Solution,0
inputevents,225857,Chloroquine,Chloroquine,Antibiotics,dose,Solution,0
inputevents,225882,Mefloquine,Mefloquine,Antibiotics,dose,Solution,0
inputevents,225889,Oxacillin,Oxacillin,Antibiotics,dose,Solution,0
inputevents,225897,Ribavirin,Ribavirin,Antibiotics,dose,Solution,0
inputevents,225900,Dalfopristin/Quinupristin (Synercid),Dalfopristin/Quinupristin (Synercid),Antibiotics,dose,Solution,0
inputevents,225918,Aminosyn 3.5%,Aminosyn 3.5%,Nutrition - Supplements,mL,Solution,0
inputevents,225919,D5 Aminosyn 3.5%,D5 Aminosyn 3.5%,Nutrition - Supplements,mL,Solution,0
inputevents,225921,Hepatamine,Hepatamine,Nutrition - Supplements,mL,Solution,0
inputevents,225922,Nephramine,Nephramine,Nutrition - Supplements,mL,Solution,0
inputevents,225923,Folate,Folate,Nutrition - Supplements,mg,Solution,0
inputevents,225924,Hydrochloric Acid,Hydrochloric Acid,Nutrition - Supplements,mEq,Solution,0
inputevents,225925,Potassium Phosphate,Potassium Phosphate,Nutrition - Supplements,mmol,Solution,0
inputevents,225926,Sodium ACEtate,Sodium ACEtate,Nutrition - Supplements,mEq,Solution,0
inputevents,225972,Fentanyl (Push),Fentanyl (Push),Medications,mcg,Solution,0
inputevents,226018,Nutren 2.0 (3/4),Nutren 2.0 (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,226021,Impact (2/3),Impact (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,226025,Impact with Fiber (2/3),Impact with Fiber (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,226029,Nutren Renal (2/3),Nutren Renal (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,226037,Peptamen 1.5 (2/3),Peptamen 1.5 (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,226040,ProBalance (1/4),ProBalance (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,226041,ProBalance (2/3),ProBalance (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,226042,ProBalance (3/4),ProBalance (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,226043,ProBalance (1/2),ProBalance (1/2),Nutrition - Enteral,mL,Solution,0
inputevents,226056,Vivonex (1/4),Vivonex (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,226057,Vivonex (2/3),Vivonex (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,226362,ZGastric/TF Residual Intake,ZGastric/TF Residual Intake,Fluids/Intake,mL,Solution,0
inputevents,226401,GU Irrigant - Normal Saline,GU Irrigant - Normal Saline,Fluids/Intake,mL,Solution,0
inputevents,226402,GU Irrigant - Sterile Water,GU Irrigant - Sterile Water,Fluids/Intake,mL,Solution,0
inputevents,226403,GU Irrigant - Amphotericin B,GU Irrigant - Amphotericin B,Fluids/Intake,mL,Solution,0
inputevents,226876,Ensure (1/2),Ensure (1/2),Nutrition - Enteral,mL,Solution,0
inputevents,226878,Ensure Plus (3/4),Ensure Plus (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,226879,Ensure Plus (1/2),Ensure Plus (1/2),Nutrition - Enteral,mL,Solution,0
inputevents,227091,Ensure (1/4),Ensure (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,227092,Ensure Plus (1/4),Ensure Plus (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,227370,Peptamen VHP (Full),Peptamen VHP (Full),Nutrition - Enteral,mL,Solution,0
inputevents,227371,Peptamen VHP (3/4),Peptamen VHP (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,227372,Peptamen VHP (2/3),Peptamen VHP (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,227373,Peptamen VHP (1/4),Peptamen VHP (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,227374,Peptamen VHP (1/2),Peptamen VHP (1/2),Nutrition - Enteral,mL,Solution,0
inputevents,227697,Fibersource HN (2/3),Fibersource HN (2/3),Nutrition - Enteral,mL,Solution,0
inputevents,227972,NovaSource Renal (1/4),NovaSource Renal (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,228317,Calcium Gluconate (Bolus)_OLD_1,Calcium Gluconate (Bolus)_OLD_1,Medications,mL,Solution,0
inputevents,228349,Nepro (1/4),Nepro (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,228350,Nepro (3/4),Nepro (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,228352,Enlive (1/2),Enlive (1/2),Nutrition - Enteral,mL,Solution,0
inputevents,228353,Enlive (1/4),Enlive (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,228354,Enlive (3/4),Enlive (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,228357,Glucerna (1/4),Glucerna (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,228358,Glucerna (3/4),Glucerna (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,228362,Pulmocare (3/4),Pulmocare (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,228365,Two Cal HN (1/4),Two Cal HN (1/4),Nutrition - Enteral,mL,Solution,0
inputevents,228366,Two Cal HN (3/4),Two Cal HN (3/4),Nutrition - Enteral,mL,Solution,0
inputevents,229059,Chloramphenicol,Chloramphenicol,Antibiotics,dose,Solution,0
inputevents,229067,Granulocytes,Granulocytes,Blood Products/Colloids,mL,Solution,0
inputevents,229249,Aminocaproic acid (Amicar),Aminocaproic acid (Amicar),Medications,mg,Solution,0
inputevents,229294,Ensure Clear (Full),Ensure Clear (Full),Nutrition - Enteral,mL,Solution,0
inputevents,229631,Phenylephrine (200/250)_OLD_1,Phenylephrine (200/250)_OLD_1,Medications,mg,Solution,0
inputevents,230141,Titrated Inhaled Isoflurane,Titrated Inhaled Isoflurane,Medications,mL,Solution,0
inputevents,230143,Titrated Inhaled Isoflurane (Bolus),Titrated Inhaled Isoflurane (Bolus),Medications,mL,Solution,0
outputevents,224458,Drain Output_ingr,Drain Output_ingr,Drains,mL,Ingredient,0
outputevents,226566,Urine and GU Irrigant Out,Urine and GU Irrigant Out,Output,mL,Numeric,0
outputevents,226586,Stool Estimate,Stool Estimate,Output,,Text,0
outputevents,226713,Incontinent/voids (estimate),Incontinent/voids (estimate),Output,,Text,0
outputevents,227487,GU Irrigant Type,GU Irrigant Type,Output,,Text,0
outputevents,228103,Stool containment device placed,Stool containment device placed,Output,,Date and time,0
procedureevents,225456,Ventricular Drain,Ventricular Drain,3-Significant Events,None,Processes,0
procedureevents,225478,Operation,Operation,3-Significant Events,None,Processes,0
procedureevents,225761,Sheath Insertion,Sheath Insertion,Access Lines - Invasive,None,Processes,0
procedureevents,225803,Dialysis - CVVHD,Dialysis - CVVHD,Dialysis,None,Processes,0
procedureevents,225809,Dialysis - CVVHDF,Dialysis - CVVHDF,Dialysis,None,Processes,0
procedureevents,225815,Peritoneal Fluid,Peritoneal Fluid,3-Significant Events,None,Processes,0
procedureevents,225818,Pleural Fluid Culture,Pleural Fluid Culture,6-Cultures,None,Processes,0
procedureevents,225955,Dialysis - SCUF,Dialysis - SCUF,Dialysis,None,Processes,0
procedureevents,229533,Camino,Camino,Access Lines - Invasive,None,Processes,0
procedureevents,229996,Nitrous Oxide (Inhaled),Nitrous Oxide (Inhaled),Medications,None,Processes,0
procedureevents,230133,Fecal Management System (Internal),Internal FMS,GI/GU,None,Processes,0
procedureevents,230172,Patient Reversed,Patient Reversed,3-Significant Events,None,Processes,0
procedureevents,230173,Patient - Fast Track Protocol,Patient - Fast Track Protocol,3-Significant Events,None,Processes,0
procedureevents,230174,Nerve block in OR,Nerve block in OR,3-Significant Events,None,Processes,0
